paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year,bibtex,final_domain_id
paper_0ba32cc3e56f,group2,group2,group2/820_812121129194881026_10.1007%2Fs10107-005-0697-x.fixed.md,10.1007/s10107-005-0697-x,A note on the Lipschitz continuity of the gradient of the squared norm of the matrix-valued Fischer-Burmeister function,a note on the lipschitz continuity of the gradient of the squared norm of the matrix valued fischer burmeister function,The squared norm of the FB function for SDCP is the function Psi S n times S n to mathfrak R defined by Psi X; Y coloneqq frac Phi X,x,2005.0,"@article{Sim_2005, title={A note on the Lipschitz continuity of the gradient of the squared norm of the matrix-valued Fischer-Burmeister function}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0697-x}, DOI={10.1007/s10107-005-0697-x}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Sim, Chee-Khian and Sun, Jie and Ralph, Daniel}, year={2005}, month=Dec, pages={547â€“553} }",4
paper_54bf122053b2,group2,group2,group2/820_812121131661131779_10.1007%2Fs10107-005-0673-5.fixed.md,10.1007/s10107-005-0673-5,R. Ravi · Amitabh Sinha,r ravi amitabh sinha,Hedging Uncertainty Approximation Algorithms for Stochastic Optimization Problems,problems,2005.0,"@article{Ravi_2005, title={Hedging Uncertainty: Approximation Algorithms for Stochastic Optimization Problems}, volume={108}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0673-5}, DOI={10.1007/s10107-005-0673-5}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Ravi, R. and Sinha, Amitabh}, year={2005}, month=Dec, pages={97â€“114} }",12
paper_f36ade2406ac,group2,group2,group2/820_812121136518135808_10.1007%2Fs10107-005-0684-2.fixed.md,10.1007/s10107-005-0684-2,Matrix Sum-of-Squares Relaxations for Robust Semi-Definite Programs,matrix sum of squares relaxations for robust semi definite programs,This brings us to the subject of this paper; the following robust polynomial semi-definite program with optimal value v mathrm opt,paper,2005.0,"@article{Scherer_2005, title={Matrix Sum-of-Squares Relaxations for Robust Semi-Definite Programs}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0684-2}, DOI={10.1007/s10107-005-0684-2}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Scherer, C. W. and Hol, C. W. J.}, year={2005}, month=Dec, pages={189â€“211} }",11
paper_cc3a10fd5380,group2,group2,group2/820_812121137059201024_10.1007%2Fs10107-005-0681-5.fixed.md,10.1007/s10107-005-0681-5,A Robust Optimization Approach to Dynamic Pricing and Inventory Control with no Backorders,a robust optimization approach to dynamic pricing and inventory control with no backorders,Some Related Literature,literature,2005.0,"@article{Adida_2005, title={A Robust Optimization Approach to Dynamic Pricing and Inventory Control with no Backorders}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0681-5}, DOI={10.1007/s10107-005-0681-5}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Adida, Elodie and Perakis, Georgia}, year={2005}, month=Dec, pages={97â€“129} }",2
paper_e359b9d2c17e,group2,group2,group2/820_812121202255462401_10.1007%2Fs10107-005-0685-1.fixed.md,10.1007/s10107-005-0685-1,An approximation technique for robust nonlinear optimization,an approximation technique for robust nonlinear optimization,Key words. Nonlinear Programming Robust Optimization Optimal Control,control,2005.0,"@article{Diehl_2005, title={An approximation technique for robust nonlinear optimization}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0685-1}, DOI={10.1007/s10107-005-0685-1}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Diehl, Moritz and Bock, Hans Georg and Kostina, Ekaterina}, year={2005}, month=Dec, pages={213â€“230} }",2
paper_56f7a9d5b055,group2,group2,group2/820_812121217459814400_10.1007%2Fs10107-005-0689-x.fixed.md,10.1007/s10107-005-0689-x,Robust optimization of contaminant sensor placement for community water systems,robust optimization of contaminant sensor placement for community water systems,More recently; researchers have developed robust optimization methods to deal with epistemic uncertainty; which describes our lack of knowledge about information,recently,2005.0,"@article{Carr_2005, title={Robust optimization of contaminant sensor placement for community water systems}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0689-x}, DOI={10.1007/s10107-005-0689-x}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Carr, Robert D. and Greenberg, Harvey J. and Hart, William E. and Konjevod, Goran and Lauer, Erik and Lin, Henry and Morrison, Tod and Phillips, Cynthia A.}, year={2005}, month=Dec, pages={337â€“356} }",2
paper_ff5334b64b9c,group2,group2,group2/820_812121453284556800_10.1007%2Fs10107-005-0677-1.fixed.md,10.1007/s10107-005-0677-1,Tractable Approximations to Robust Conic Optimization Problems,tractable approximations to robust conic optimization problems,Key words. Robust Optimization Conic Optimization Stochastic Optimization,optimization,2005.0,"@article{Bertsimas_2005, title={Tractable Approximations to Robust Conic Optimization Problems}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0677-1}, DOI={10.1007/s10107-005-0677-1}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Bertsimas, Dimitris and Sim, Melvyn}, year={2005}, month=Dec, pages={5â€“36} }",8
paper_52778da9ce70,group2,group2,group2/820_812123042107883521_10.1007%2Fs10107-021-01640-3.fixed.md,10.1007/s10107-021-01640-3,Optimization on flag manifolds,optimization on flag manifolds,Ke Ye Ken Sze-Wai Wong Lek-Heng Lim,lim,2021.0,"@article{Ye_2021, title={Optimization on flag manifolds}, volume={194}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-021-01640-3}, DOI={10.1007/s10107-021-01640-3}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Ye, Ke and Wong, Ken Sze-Wai and Lim, Lek-Heng}, year={2021}, month=June, pages={621â€“660} }",2
paper_0f1c31351cad,group2,group2,group2/820_812123075591012353_10.1007%2Fs10107-005-0696-y.fixed.md,10.1007/s10107-005-0696-y,Solving discrete zero point problems\*,solving discrete zero point problems,Key words. Discrete zero point Labeling rule Simplicial algorithm Triangulation,triangulation,2006.0,"@article{Laan_2006, title={Solving discrete zero point problems}, volume={108}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0696-y}, DOI={10.1007/s10107-005-0696-y}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Laan, G. van der and Talman, D.A.J.J. and Yang, Z.}, year={2006}, month=Jan, pages={127â€“134} }",10
paper_4135ab8dd735,group2,group2,group2/820_812123807237013504_10.1007%2Fs10107-005-0688-y.fixed.md,10.1007/s10107-005-0688-y,Competitive Multi-period Pricing for Perishable Products: A Robust Optimization Approach,competitive multi period pricing for perishable products a robust optimization approach,An application of the fixed inventory model,model,2006.0,"@article{Perakis_2006, title={Competitive Multi-period Pricing for Perishable Products: A Robust Optimization Approach}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0688-y}, DOI={10.1007/s10107-005-0688-y}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Perakis, Georgia and Sood, Anshul}, year={2006}, month=Jan, pages={295â€“335} }",2
paper_90f98e05d469,group2,group2,group2/820_812125964417892352_10.1007%2Fs10107-005-0597-0.fixed.md,10.1007/s10107-005-0597-0,Martin Dyer $\cdot$ Leen Stougie,martin dyer cdot leen stougie,Computational complexity of stochastic programming problems star,star,2005.0,"@article{Dyer_2005, title={Computational complexity of stochastic programming problems}, volume={106}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0597-0}, DOI={10.1007/s10107-005-0597-0}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Dyer, Martin and Stougie, Leen}, year={2005}, month=Dec, pages={423â€“432} }",12
paper_c1a320f8e52d,group2,group2,group2/820_812126246073794562_10.1007%2Fs10107-005-0675-3.fixed.md,10.1007/s10107-005-0675-3,Laurence A. Wolsey,laurence a wolsey,Lot-sizing with production; delivery time windows,production,2005.0,"@article{Wolsey_2005, title={Lot-sizing with production and delivery time windows}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0675-3}, DOI={10.1007/s10107-005-0675-3}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Wolsey, Laurence A.}, year={2005}, month=Dec, pages={471â€“489} }",12
paper_3ddb6b7f7eb1,group2,group2,group2/820_812126600190492672_10.1007%2Fs10107-005-0680-6.fixed.md,10.1007/s10107-005-0680-6,Worst-case distribution analysis of stochastic programs,worst case distribution analysis of stochastic programs,Key words. Min-max Stochastic Programming Ambiguous Chance Constraints Robust Optimization Uniformity Principle,principle,2005.0,"@article{Shapiro_2005, title={Worst-case distribution analysis of stochastic programs}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0680-6}, DOI={10.1007/s10107-005-0680-6}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Shapiro, Alexander}, year={2005}, month=Dec, pages={91â€“96} }",18
paper_df52feac3d8e,group2,group2,group2/820_812126764695289857_10.1007%2Fs10107-005-0608-1.fixed.md,10.1007/s10107-005-0608-1,Maximum network flows with concave gains,maximum network flows with concave gains,Key words. Generalized networks Flow algorithms Nonlinear optimization,optimization,2005.0,"@article{Shigeno_2005, title={Maximum network flows with concave gains}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0608-1}, DOI={10.1007/s10107-005-0608-1}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Shigeno, Maiko}, year={2005}, month=Dec, pages={439â€“459} }",21
paper_82d65a997d93,group2,group2,group2/820_812126836602437633_10.1007%2Fs10107-005-0602-7.fixed.md,10.1007/s10107-005-0602-7,Asymptotic behaviour of a family of gradient algorithms in $\mathbb{R}^d$ and Hilbert spaces,asymptotic behaviour of a family of gradient algorithms in mathbb r d and hilbert spaces,The basic idea is renormalisation; as used throughout The main result in the finite dimension case is that for any algorithm in the class; in the renormalised space one,renormalisation,2005.0,"@article{Pronzato_2005, title={Asymptotic behaviour of a family of gradient algorithms in ℝ d and Hilbert spaces}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0602-7}, DOI={10.1007/s10107-005-0602-7}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Pronzato, Luc and Wynn, Henry P. and Zhigljavsky, Anatoly A.}, year={2005}, month=Dec, pages={409–438} }",4
paper_d50e301a9478,group2,group2,group2/820_812126837621653504_10.1007%2Fs10107-005-0682-4.fixed.md,10.1007/s10107-005-0682-4,Olga Kostyukova $\cdot$ Ekaterina Kostina,olga kostyukova cdot ekaterina kostina,Robust optimal feedback for terminal linear-quadratic control problems under disturbances,disturbances,2005.0,"@article{Kostyukova_2005, title={Robust optimal feedback for terminal linear-quadratic control problems under disturbances}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0682-4}, DOI={10.1007/s10107-005-0682-4}, number={1-2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Kostyukova, Olga and Kostina, Ekaterina}, year={2005}, month=Dec, pages={131â€“153} }",12
paper_97041d701597,group2,group2,group2/820_812126910946476034_10.1007%2Fs10107-003-0502-7.fixed.md,10.1007/s10107-003-0502-7,J. Guérin $\cdot$ P. Marcotte $\cdot$ G. Savard,j gu rin cdot p marcotte cdot g savard,An optimal adaptive algorithm for the approximation of concave functions,functions,2005.0,"@article{Gu_rin_2005, title={An optimal adaptive algorithm for the approximation of concave functions}, volume={107}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-003-0502-7}, DOI={10.1007/s10107-003-0502-7}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Guérin, J. and Marcotte, P. and Savard, G.}, year={2005}, month=Dec, pages={357–366} }",12
